churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
Yes,91.0,1,1,0.0,93.5,110.0,15.9,213.3,79.0,18.13,171.7,83.0,7.73,8.9,4.0,2.4,4.0
Yes,78.0,1,1,0.0,226.3,88.0,38.47,306.2,81.0,26.03,200.9,120.0,9.04,7.8,11.0,2.11,1.0
Yes,111.0,1,1,0.0,176.9,128.0,30.07,102.8,56.0,8.74,213.7,84.0,9.62,10.5,2.0,2.84,4.0
Yes,224.0,0,1,0.0,171.5,99.0,29.16,160.0,103.0,13.6,212.4,102.0,9.56,5.0,2.0,1.35,1.0
Yes,98.0,1,1,0.0,227.1,116.0,38.61,120.5,103.0,10.24,117.0,102.0,5.27,4.7,4.0,1.27,5.0
Yes,98.0,1,1,0.0,271.4,119.0,46.14,190.4,102.0,16.18,284.7,118.0,12.81,11.1,6.0,3.0,4.0
Yes,46.0,1,1,0.0,250.3,100.0,42.55,260.6,90.0,22.15,195.0,104.0,8.78,13.3,2.0,3.59,2.0
Yes,114.0,1,1,0.0,147.1,119.0,25.01,161.0,111.0,13.69,275.9,106.0,12.42,9.0,3.0,2.43,5.0
Yes,78.0,0,1,0.0,198.9,93.0,33.81,210.6,86.0,17.9,252.1,99.0,11.34,14.4,12.0,3.89,0.0
Yes,100.23829504382999,1,1,0.0,266.7,105.0,45.34,158.2,88.0,13.45,287.7,111.0,12.95,13.8,3.0,3.73,3.0
Yes,118.0,1,1,0.0,267.8,145.0,45.53,316.4,121.0,26.89,208.6,91.0,9.39,14.4,11.0,3.89,5.0
Yes,98.0,1,1,0.0,198.6,92.0,33.76,349.4,99.0,29.7,221.7,83.0,9.98,7.3,6.0,1.97,2.0
Yes,76.0,0,1,0.0,246.8,110.0,41.96,206.3,63.0,17.54,208.4,123.0,9.38,13.2,5.0,3.56,0.0
Yes,127.0,0,1,0.0,220.7,100.0,30.28918641418503,170.2,89.0,14.47,278.4,73.0,12.53,15.0,4.0,4.05,3.0
Yes,77.0,1,1,0.0,245.2,87.0,41.68,254.1,83.0,21.6,239.4,91.0,10.77,7.5,4.0,2.03,0.0
Yes,91.0,1,1,0.0,271.9,106.0,46.22,231.9,116.0,19.71,247.0,110.0,11.12,9.3,3.0,2.51,1.0
Yes,81.0,1,1,0.0,324.7,48.0,55.2,236.4,82.0,20.09,187.6,78.0,8.44,13.1,5.0,3.54,0.0
Yes,36.0,0,0,19.0,171.9,96.0,29.22,198.4,111.0,16.86,321.7,76.0,14.48,10.5,1.0,2.84,1.0
Yes,100.0,1,1,0.0,96.5,86.0,16.41,210.2,133.0,17.87,146.4,106.0,6.59,12.5,3.0,3.38,1.0
Yes,114.0,1,1,0.0,326.1,119.0,55.44,161.0,105.0,13.69,220.1,129.0,9.9,11.0,3.0,2.97,1.0
Yes,72.0,1,1,0.0,129.8,106.0,22.07,188.7,138.0,16.04,212.5,116.0,9.56,8.3,4.0,2.24,4.0
Yes,126.0,1,1,0.0,97.0,96.0,16.49,213.1,79.0,18.11,322.2,79.0,14.5,10.8,3.0,2.92,5.0
Yes,67.0,0,0,35.0,181.1,59.0,30.79,215.9,116.0,18.35,216.3,106.0,9.73,16.9,4.0,4.56,0.0
Yes,109.0,1,0,27.0,166.9,85.0,28.37,221.2,92.0,18.8,197.3,97.0,8.88,12.3,4.0,3.32,1.0
Yes,117.0,0,1,0.0,167.1,86.0,28.41,177.5,87.0,15.09,249.4,132.0,11.22,14.1,7.0,3.81,2.0
Yes,225.0,1,1,0.0,165.4,106.0,28.12,273.7,109.0,23.26,210.0,93.0,9.45,8.7,3.0,2.35,0.0
Yes,66.0,1,1,0.0,167.3,91.0,28.44,230.0,68.0,19.55,191.7,118.0,8.63,10.6,5.0,2.86,1.0
Yes,49.0,0,0,32.0,176.9,118.0,30.07,227.0,121.0,19.3,204.4,115.0,9.2,15.1,3.0,4.08,3.0
Yes,178.0,1,1,0.0,225.4,100.03878787878787,38.32,110.7,90.0,9.41,134.1,109.0,6.03,15.3,5.0,4.13,2.0
Yes,86.0,1,1,0.0,234.6,102.0,39.88,268.3,109.0,22.81,195.6,102.0,8.8,11.6,4.0,3.13,1.0
Yes,96.0,1,1,0.0,182.6,75.0,31.04,188.6,67.0,16.03,137.7,81.0,6.2,9.5,3.0,2.57,5.0
Yes,91.0,1,1,0.0,289.3,73.0,49.18,179.8,86.0,15.28,186.7,94.0,8.4,6.4,7.0,1.73,1.0
Yes,166.0,1,1,0.0,156.8,100.0,26.66,171.5,93.0,14.58,149.1,97.0,6.71,11.2,10.0,3.02,1.0
Yes,65.0,1,1,0.0,183.4,63.0,31.18,183.6,80.0,15.61,153.5,83.0,6.91,10.7,4.0,2.89,4.0
Yes,97.0,1,1,0.0,120.8,96.0,20.54,169.8,101.0,14.43,194.1,63.0,8.73,11.9,3.0,3.21,4.0
Yes,44.0,1,1,0.0,308.6,139.0,52.46,200.67979797979797,94.0,12.82,198.7,66.0,8.94,7.3,3.0,1.97,4.0
Yes,69.0,0,1,0.0,199.7,121.0,33.95,189.4,92.0,16.1,264.0,120.0,11.88,11.1,4.0,3.0,6.0
Yes,125.0,1,1,0.0,143.2,80.0,24.34,88.1,94.0,7.49,233.2,135.0,10.49,8.8,7.0,2.38,4.0
Yes,172.0,1,1,0.0,290.5,123.0,49.39,253.0,77.0,21.51,159.3,96.0,7.17,11.3,5.0,3.05,1.569090909090909
Yes,17.0,1,0,31.0,153.1,115.0,26.03,185.9,59.0,15.8,224.3,102.0,10.09,10.0,1.0,2.7,6.0
Yes,54.0,1,1,0.0,286.6,73.0,48.72,223.2,108.0,18.97,203.7,107.0,9.17,11.5,5.0,3.11,1.0
Yes,117.0,0,1,0.0,54.2,100.0,9.21,303.2,84.0,25.77,171.8,84.0,7.73,8.6,2.0,2.32,1.0
Yes,109.0,0,1,0.0,159.6,136.0,27.13,151.0,126.0,12.84,142.1,53.0,6.39,7.3,4.0,1.97,4.0
Yes,118.0,0,0,21.0,156.5,122.0,26.61,209.2,125.0,17.78,158.7,81.0,7.14,11.1,3.0,3.0,4.0
Yes,52.0,0,1,0.0,251.4,118.0,42.74,196.6,80.0,16.71,192.0,53.0,8.64,11.0,2.0,2.97,0.0
Yes,161.0,1,1,0.0,322.3,100.0,54.79,230.4,135.0,19.58,241.5,104.0,10.87,7.8,5.0,2.11,2.0
Yes,76.0,1,1,0.0,263.4,148.0,37.38797124389956,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5.0,3.08,1.0
Yes,142.0,0,1,0.0,160.6,101.0,27.3,202.0,125.0,17.17,221.7,100.0,9.98,8.8,2.0,2.38,1.0
Yes,159.0,1,1,0.0,167.4,68.0,28.46,143.8,74.0,12.22,140.1,111.0,6.3,10.3,3.0,2.78,0.0
Yes,57.0,1,1,0.0,272.7,74.0,46.36,224.9,85.0,19.12,178.2,104.0,8.02,10.5,3.0,2.84,2.0
Yes,64.0,0,1,0.0,346.8,55.0,58.96,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9.0,3.59,1.0
Yes,61.0,1,0,40.0,105.0,78.0,17.85,180.6,100.0,15.35,174.1,115.0,7.83,10.2,2.0,2.75,2.0
Yes,113.0,1,1,0.0,198.6,115.0,33.76,258.0,106.0,21.93,245.8,104.0,11.06,10.2,6.0,2.75,1.0
Yes,93.0,0,0,38.0,225.7,117.0,38.37,119.6,122.0,10.17,193.2,125.0,8.69,14.0,7.0,3.78,1.0
Yes,117.0,1,1,0.0,180.6,134.0,30.7,216.6,96.0,18.41,101.0,122.0,4.55,10.6,6.0,2.86,4.0
Yes,49.0,1,1,0.0,202.3,105.0,34.39,195.4,131.0,16.61,190.1,88.0,8.55,9.0,2.0,2.43,3.0
Yes,99.0,1,1,0.0,256.4,44.0,43.59,214.5,105.0,18.23,233.7,75.0,10.52,7.9,1.0,2.13,3.0
Yes,162.0,1,1,0.0,217.6,87.0,36.99,279.0,71.0,23.72,250.7,65.0,11.28,10.4,4.0,2.81,2.0
Yes,133.0,0,0,32.0,221.1,137.0,37.59,264.9,99.0,22.52,168.9,108.0,7.6,15.4,4.0,4.16,2.0
Yes,141.0,1,1,0.0,301.4,87.0,51.24,269.2,111.0,22.88,148.6,95.0,6.69,14.4,5.0,3.89,0.0
Yes,61.0,1,1,0.0,267.1,104.0,45.41,180.4,131.0,15.33,230.6,106.0,10.38,10.259010101010102,4.0,4.67,1.0
Yes,62.0,0,1,0.0,159.7,86.0,27.15,197.5,100.24383838383838,16.79,121.6,105.0,5.47,13.9,6.0,3.75,0.0
Yes,101.0,1,1,0.0,332.1,91.0,56.46,151.0,123.0,12.84,277.8,99.0,12.5,11.3,3.0,3.05,1.0
Yes,130.0,1,1,0.0,271.8,129.0,46.21,237.2,128.0,20.16,210.1,91.0,9.45,8.7,2.0,2.35,4.0
Yes,115.0,1,1,0.0,226.4,101.0,38.49,276.8,60.0,23.53,213.4,82.0,9.6,12.3,4.0,3.32,3.0
Yes,96.0,1,1,0.0,276.9,105.0,47.07,246.9,94.0,20.99,254.4,107.0,11.45,10.3,3.0,2.78,1.0
Yes,45.0,0,1,0.0,189.6,96.0,32.23,171.7,69.0,14.59,222.0,102.0,9.99,13.9,7.0,3.75,1.0
Yes,138.0,0,1,0.0,261.1,96.0,44.39,170.9,120.0,14.53,71.1,89.0,3.2,0.0,0.0,0.0,3.0
Yes,133.0,1,1,0.0,295.0,141.0,50.15,223.6,101.0,19.01,229.4,109.0,10.32,12.9,4.0,3.48,2.0
Yes,97.0,1,0,32.0,90.0,87.0,15.3,276.3,113.0,23.49,185.2,107.0,8.33,8.6,6.0,2.32,2.0
Yes,137.0,0,1,0.0,135.1,95.0,22.97,134.1,102.0,11.4,223.1,81.0,10.04,12.3,2.0,3.32,2.0
Yes,134.0,1,0,34.0,247.2,105.0,42.02,225.5,133.0,19.17,186.3,76.0,8.38,6.1,5.0,1.65,2.0
Yes,76.0,0,1,0.0,273.3,66.0,46.46,263.6,121.0,22.41,165.2,84.0,7.43,12.0,7.0,3.24,1.0
Yes,80.0,1,0,33.0,189.4,109.0,32.2,148.7,68.0,12.64,208.9,119.0,9.4,11.2,4.0,3.02,1.0
Yes,147.0,1,0,35.0,197.3,134.0,33.54,141.1,99.0,11.99,212.1,90.0,9.54,10.1,4.0,2.73,2.0
Yes,79.0,1,1,0.0,157.6,85.0,26.79,194.1,92.0,16.5,231.5,86.0,10.42,10.259010101010102,10.0,2.54,5.0
Yes,152.0,1,1,0.0,184.2,90.0,31.31,256.8,73.0,21.83,213.6,113.0,9.61,14.7,2.0,3.97,3.0
Yes,133.0,1,1,0.0,117.8,100.0,20.03,199.2,105.0,16.93,244.1,119.0,10.98,11.8,4.0,3.19,0.0
Yes,76.0,1,1,0.0,293.8,94.0,49.95,169.6,62.0,17.048292929292934,160.4,103.0,7.22,13.7,9.0,3.7,0.0
Yes,75.0,1,1,0.0,305.1,106.0,51.87,188.0,115.0,15.98,235.4,116.0,10.59,8.5,5.0,2.3,0.0
Yes,80.0,0,1,0.0,276.5,122.0,47.01,195.6,79.0,16.63,210.3,78.0,9.46,7.2,3.0,1.94,1.0
Yes,175.0,0,0,35.0,159.5,95.0,27.12,140.7,100.0,11.96,176.3,99.0,7.93,5.4,4.0,1.46,5.0
Yes,88.0,1,1,0.0,82.7,94.0,14.06,157.5,130.0,13.39,205.9,81.0,9.27,10.6,4.0,2.86,0.0
Yes,77.0,0,0,34.0,209.9,79.0,35.68,226.1,88.0,19.22,101.8,103.0,4.58,11.4,2.0,3.08,2.0
Yes,121.0,1,1,0.0,170.4,108.0,28.97,350.5,68.0,29.79,297.0,87.0,13.37,11.2,3.0,3.02,0.0
Yes,140.0,1,1,0.0,244.7,115.0,41.6,258.6,101.0,21.98,231.3,112.0,10.41,7.5,6.0,2.03,1.0
Yes,124.0,1,1,0.0,282.8,108.0,48.08,246.3,89.0,20.94,256.4,96.0,11.54,10.3,1.0,2.78,3.0
Yes,90.0,1,1,0.0,180.30662450726038,77.0,39.95,267.3,94.0,22.72,222.1,119.0,9.99,5.3,4.0,1.43,3.0
Yes,25.0,1,1,0.0,144.1,111.0,24.5,224.8,89.0,19.11,132.9,110.0,5.98,13.6,3.0,3.67,4.0
Yes,177.0,0,1,0.0,248.7,118.0,42.28,172.3,73.0,14.65,191.9,87.0,8.64,11.3,2.0,3.05,1.0
Yes,109.0,0,1,0.0,268.4,85.0,45.63,150.6,131.0,12.8,297.9,84.0,13.41,9.7,8.0,2.62,2.0
Yes,62.0,0,1,0.0,180.9,121.0,30.75,134.3,107.0,11.42,179.3,74.0,8.07,8.6,2.0,2.32,2.0
Yes,150.0,1,1,0.0,136.6,112.0,23.22,209.4,81.0,17.8,161.1,78.0,7.25,12.2,2.0,3.29,4.0
Yes,167.0,1,1,7.763636363636364,169.2,124.0,28.76,173.3,108.0,14.73,216.5,64.0,9.74,12.4,4.0,3.35,4.0
Yes,113.0,1,1,0.0,128.7,100.0,21.88,227.1,67.0,19.3,178.1,135.0,8.01,9.2,4.0,2.48,2.0
Yes,109.0,1,0,39.0,270.0,58.0,45.9,235.5,108.0,20.02,194.3,57.0,8.74,7.8,6.0,2.11,1.0
Yes,95.0,0,0,37.0,220.2,109.0,37.43,185.3,99.0,15.75,205.1,82.0,9.23,4.1,2.0,1.11,0.0
Yes,62.0,1,1,0.0,321.1,105.0,54.59,265.5,122.0,22.57,180.5,72.0,8.12,11.5,2.0,3.11,4.0
Yes,71.0,0,1,0.0,186.1,114.0,31.64,198.6,140.0,16.88,206.5,80.0,9.29,13.8,5.0,3.73,4.0
Yes,108.0,1,1,0.0,198.5,99.0,33.75,267.8,60.0,22.76,354.9,75.0,15.97,9.4,4.432525252525252,2.54,0.0
Yes,4.0,0,1,0.0,169.7,96.0,28.85,131.8,94.0,11.2,245.1,86.0,11.03,14.2,4.0,3.83,0.0
Yes,78.0,1,1,0.0,290.5,119.0,49.39,158.4,75.0,13.46,255.6,101.0,11.5,8.6,6.0,2.32,2.0
Yes,201.0,1,1,0.0,225.9,110.0,38.4,299.1,86.0,25.42,251.3,81.0,11.31,11.2,4.0,3.02,1.0
Yes,21.0,1,1,0.0,254.3,87.0,43.23,215.5,95.0,18.32,236.3,98.0,10.63,11.6,5.0,3.13,1.0
Yes,106.0,0,1,0.0,196.7,100.0,33.44,210.2,109.0,17.87,173.8,83.0,7.82,10.259010101010102,1.0,2.11,4.0
Yes,71.0,1,1,0.0,290.4,108.0,49.37,253.9,92.0,21.58,263.3,126.0,11.85,10.1,5.0,2.73,3.0
Yes,112.0,1,1,0.0,174.3,123.0,29.63,200.67979797979797,124.0,11.92,215.4,89.0,9.69,9.0,6.0,2.43,4.0
Yes,72.0,1,0,33.0,96.6,59.0,16.42,315.4,98.0,26.81,163.3,117.0,7.35,6.2,4.0,1.67,4.0
Yes,12.0,1,1,0.0,249.6,118.0,42.43,252.4,119.0,21.45,280.2,90.0,12.61,11.8,3.0,3.19,1.0
Yes,91.0,1,1,0.0,153.0,123.0,26.01,141.1,127.0,11.99,171.5,76.0,7.72,10.3,15.0,2.78,1.0
Yes,111.0,0,1,0.0,159.4,47.0,27.1,269.3,53.0,22.89,179.8,103.0,8.09,13.7,2.0,2.772088170957108,2.0
Yes,77.0,1,1,0.0,251.8,72.0,42.81,205.7,126.0,17.048292929292934,275.2,109.0,12.38,9.8,7.0,2.65,2.0
Yes,144.0,1,0,48.0,189.8,96.0,32.27,123.4,67.0,10.49,214.2,106.0,9.64,6.5,2.0,1.76,2.0
Yes,84.0,1,1,0.0,280.0,113.0,47.6,202.2,90.0,17.19,156.8,103.0,7.06,10.4,4.0,2.81,0.0
Yes,89.0,1,1,0.0,129.2,71.0,21.96,214.1,68.0,18.2,214.9,100.0,9.67,10.3,4.0,2.772088170957108,5.0
Yes,161.0,1,1,0.0,154.7,84.0,26.3,177.8,125.0,15.11,172.9,90.0,7.78,5.9,2.0,1.59,4.0
Yes,120.0,1,1,0.0,112.6,80.0,19.166791208647474,124.4,86.0,10.57,234.9,88.0,10.57,8.1,3.0,2.19,6.0
Yes,50.0,0,1,0.0,99.6,108.0,16.93,308.7,102.0,26.24,161.2,62.0,7.25,13.7,6.0,3.7,2.0
Yes,180.0,1,1,0.0,224.9,105.0,38.23,250.0,101.0,21.25,216.1,73.0,9.72,6.7,5.0,1.81,3.0
Yes,127.0,1,1,0.0,245.2,91.0,41.68,217.2,92.0,18.46,243.1,128.0,10.94,13.9,6.0,3.75,0.0
Yes,1.0,1,1,0.0,182.1,106.0,30.96,134.9,106.0,11.47,152.3,75.0,6.85,10.0,3.0,2.7,5.0
Yes,43.0,1,1,0.0,253.6,110.0,43.11,253.3,92.0,21.53,161.3,103.0,7.26,10.2,3.0,2.75,3.0
Yes,100.23829504382999,1,1,0.0,245.8,116.0,41.79,286.7,91.0,24.37,240.7,115.0,10.83,9.0,13.0,2.772088170957108,1.0
Yes,136.0,1,1,0.0,250.2,121.0,42.53,267.1,118.0,22.7,151.0,114.0,6.8,13.0,2.0,3.51,1.0
Yes,132.0,1,1,0.0,193.3,106.0,32.86,128.3,94.0,10.91,162.1,119.0,7.29,11.6,4.0,3.13,5.0
Yes,61.0,1,1,0.0,260.0,123.0,44.2,210.5,127.0,17.89,234.7,70.0,10.56,9.0,3.0,2.43,1.0
Yes,132.0,1,1,0.0,197.8,66.0,33.63,133.9,100.24383838383838,11.38,177.3,94.0,7.98,10.9,3.0,2.94,4.0
Yes,123.0,1,1,0.0,236.2,135.0,40.15,200.67979797979797,88.0,23.28,227.0,99.93292929292929,10.22,10.1,6.0,2.73,2.0
Yes,86.0,0,1,0.0,162.4,131.0,27.61,167.0,102.0,14.2,128.9,118.0,5.8,11.4,2.0,3.08,2.0
Yes,132.0,1,1,0.0,265.8,122.0,45.19,285.1,90.0,24.23,183.6,124.0,8.26,13.6,9.0,3.67,2.0
Yes,47.0,0,1,0.0,47.8,120.0,8.13,178.9,123.0,15.21,152.6,96.0,6.87,13.3,7.0,3.59,0.0
Yes,108.0,0,1,0.0,137.3,68.0,23.34,143.8,94.0,12.22,238.7,101.0,10.74,8.9,1.0,2.4,1.569090909090909
Yes,52.0,1,1,0.0,155.0,110.0,26.35,133.4,104.0,11.34,176.1,84.0,7.92,7.0,4.0,1.89,4.0
Yes,79.0,0,1,0.0,300.4,113.0,51.07,210.8,93.0,17.92,173.4,121.0,7.8,11.9,3.0,3.21,2.0
Yes,130.0,1,1,0.0,263.7,113.0,44.83,186.5,103.0,15.85,195.3,99.0,8.79,18.3,6.0,2.42198279670523,1.0
Yes,174.0,1,1,0.0,222.3,102.0,37.79,173.8,123.0,14.77,297.2,97.0,13.37,5.7,2.0,1.54,0.0
Yes,92.0,1,1,0.0,184.7,60.0,31.4,262.0,73.0,22.27,239.5,120.0,10.78,12.3,6.0,3.32,2.0
Yes,125.0,1,1,0.0,190.2,107.0,32.33,209.2,75.0,17.78,102.1,136.0,4.59,14.2,5.0,3.83,4.0
Yes,14.0,1,1,0.0,271.9,104.0,46.22,171.4,104.0,14.57,239.2,111.0,10.76,13.8,4.0,3.73,2.0
Yes,115.0,0,1,0.0,122.0,110.0,20.74,220.2,100.0,18.72,179.7,124.0,8.09,10.8,2.0,2.92,2.0
Yes,45.0,1,1,0.0,78.6,106.0,13.36,187.3,110.0,15.92,184.2,111.0,8.29,7.4,5.0,2.0,1.0
Yes,60.0,1,1,0.0,221.0,94.0,37.57,308.2,72.0,26.2,233.2,94.0,10.49,10.1,5.0,2.73,1.0
Yes,126.0,1,1,0.0,284.0,92.0,48.28,199.7,78.0,16.97,203.4,141.0,9.15,6.6,2.0,1.78,1.0
Yes,149.0,0,0,28.0,126.9,97.0,21.57,166.9,102.0,14.19,145.2,77.0,6.53,8.8,3.0,2.38,5.0
Yes,89.0,1,1,0.0,326.3,112.0,55.47,165.1,110.0,14.03,162.9,97.0,7.33,7.5,1.0,2.03,1.0
Yes,81.0,0,1,0.0,220.4,76.0,37.47,276.4,122.0,23.49,239.5,112.0,10.78,11.4,5.0,3.08,1.0
Yes,108.0,1,1,0.0,291.6,99.0,49.57,221.1,93.0,18.79,229.2,110.0,10.31,14.0,9.0,3.78,2.0
Yes,125.0,1,1,0.0,240.7,82.0,40.92,269.4,85.0,22.9,187.1,74.0,8.42,10.1,3.0,2.73,0.0
Yes,81.0,1,1,0.0,261.4,141.0,44.44,215.7,102.0,18.33,271.8,96.0,12.23,8.0,6.0,2.16,1.0
Yes,110.0,1,1,0.0,281.2,78.0,47.8,302.3,89.0,17.048292929292934,188.4,92.0,8.48,8.5,4.0,2.3,0.0
Yes,123.0,1,1,0.0,123.2,104.0,20.94,190.0,117.0,16.15,170.3,95.0,7.66,12.9,5.0,3.48,4.0
Yes,49.0,0,1,0.0,237.8,92.0,40.43,208.9,119.0,17.76,167.8,86.0,7.55,15.6,6.0,4.21,2.0
Yes,144.0,1,1,0.0,278.5,95.0,47.35,240.7,90.0,20.46,120.0,90.0,5.4,11.6,5.0,3.13,1.569090909090909
Yes,115.0,0,1,0.0,249.9,95.0,42.48,242.5,104.0,20.61,151.7,121.0,6.83,15.3,6.0,4.13,1.0
Yes,110.0,1,1,0.0,272.5,113.0,46.33,288.9,113.0,24.56,172.4,96.0,7.76,10.1,5.0,2.73,2.0
Yes,64.0,1,1,7.763636363636364,131.3,105.0,22.32,109.4,114.0,9.3,246.2,125.0,11.08,12.7,4.0,3.43,4.0
Yes,38.0,0,1,0.0,211.6,87.0,35.97,106.9,68.0,9.09,239.2,99.0,10.76,14.1,11.0,3.81,0.0
Yes,119.0,1,1,0.0,81.9,75.0,13.92,253.8,114.0,21.57,213.1,125.0,9.59,8.9,1.0,2.4,2.0
Yes,108.0,1,1,0.0,154.2,123.0,26.21,112.3,86.0,9.55,246.4,75.0,11.09,15.4,4.0,4.16,4.0
Yes,110.0,1,1,0.0,244.7,84.0,41.6,106.4,95.0,9.04,194.9,61.0,8.77,10.5,1.0,2.84,2.0
Yes,92.0,0,1,0.0,62.6,111.0,10.64,180.6,126.0,15.35,221.7,80.0,9.015240404040405,10.4,2.0,2.81,1.0
Yes,95.0,0,0,41.0,136.8,91.0,23.26,200.8,61.0,17.07,133.7,67.0,6.02,10.3,9.0,2.78,5.0
Yes,103.0,0,1,0.0,133.2,90.0,22.64,236.8,70.0,20.13,214.1,120.0,9.63,12.5,2.0,3.38,1.0
Yes,182.0,1,1,0.0,279.5,118.0,47.52,203.2,113.0,17.27,174.2,101.0,7.84,10.7,4.0,2.89,2.0
Yes,151.0,0,1,0.0,218.0,57.0,37.06,114.4,88.0,9.72,269.2,95.0,12.11,12.4,1.0,3.35,0.0
Yes,63.0,1,1,0.0,278.0,102.0,47.26,266.4,114.0,22.64,224.1,118.0,10.08,13.1,4.0,3.54,4.0
Yes,90.0,0,0,26.0,169.0,104.0,28.73,188.8,104.0,16.05,213.3,76.0,9.6,13.3,3.0,3.59,1.569090909090909
Yes,100.23829504382999,1,0,33.0,167.8,91.0,28.53,205.3,91.0,17.45,130.0,132.0,5.85,14.5,4.0,3.92,4.0
Yes,131.0,1,1,0.0,210.1,97.0,35.72,177.3,96.0,15.07,130.2,136.0,5.86,13.3,1.0,3.59,0.0
Yes,95.0,0,1,0.0,180.30662450726038,134.0,38.91,255.7,71.0,21.73,208.0,120.0,9.36,10.1,2.0,2.73,4.0
Yes,122.0,1,0,33.0,174.9,103.0,29.73,248.2,105.0,21.1,164.6,116.0,7.41,13.5,3.0,3.65,1.0
Yes,91.0,1,1,0.0,154.4,165.0,26.25,168.3,121.0,14.31,239.9,81.0,10.8,11.7,4.0,3.16,5.0
Yes,63.0,1,1,0.0,261.8,69.0,44.51,245.0,135.0,20.83,202.1,94.0,9.09,14.7,4.0,3.97,0.0
Yes,50.0,1,1,0.0,131.1,129.0,22.29,160.5,94.0,13.64,206.9,88.0,9.31,5.6,9.0,1.51,5.0
Yes,127.0,1,1,0.0,266.6,106.0,45.32,264.8,168.0,22.51,207.2,119.0,9.32,5.9,2.0,1.59,1.0
Yes,152.0,1,1,0.0,302.8,143.0,51.48,189.8,69.0,16.13,214.9,114.0,9.67,10.9,4.0,2.94,2.0
Yes,148.0,0,1,0.0,233.5,81.0,39.7,187.7,71.0,15.95,122.3,97.0,5.5,9.6,2.0,2.59,0.0
Yes,92.0,0,1,0.0,180.30662450726038,113.0,22.22,260.6,122.0,22.15,244.2,98.0,10.99,9.4,2.0,2.54,2.0
Yes,161.0,1,1,0.0,252.3,120.0,42.89,243.8,98.0,20.72,284.4,96.0,12.8,9.2,2.0,2.48,1.0
Yes,71.0,1,1,0.0,238.0,82.0,40.46,278.5,94.0,23.67,193.1,134.0,8.69,11.8,10.0,3.19,0.0
Yes,119.0,1,1,0.0,287.1,83.0,48.81,218.4,124.0,18.56,151.5,42.0,6.82,11.0,4.0,2.97,1.0
Yes,172.0,1,1,0.0,270.0,102.0,45.9,256.6,111.0,21.81,168.5,104.0,7.58,12.0,5.0,3.24,2.0
Yes,106.0,1,1,0.0,210.6,96.0,35.8,249.2,85.0,21.18,191.4,88.0,8.61,12.4,1.0,3.35,2.0
Yes,102.0,1,1,0.0,183.2,112.0,31.14,187.5,113.0,15.94,232.3,77.0,10.45,9.2,5.0,2.48,1.0
Yes,92.0,1,1,0.0,325.4,73.0,55.32,127.8,100.0,10.86,209.9,98.0,9.45,9.3,4.432525252525252,2.51,1.0
Yes,124.0,0,1,0.0,157.8,71.0,26.83,203.2,114.0,17.27,168.7,82.0,7.59,10.0,2.0,2.7,3.0
Yes,54.0,0,1,0.0,190.5,108.0,32.39,259.7,108.0,22.07,141.5,111.0,6.37,9.7,2.0,2.62,2.0
